simulation_id,timestamp,city,area,hour,day_of_week,is_weekend,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_severity_index,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,traffic_intensity_score,congestion_probability,accident_probability,congestion_occurred,accident_occurred,active_scenarios,scenario_count
140,2024-04-20 10:00:00,london,Chelsea,10,5,1,20.93,56,19.41,27.01,5320,14.88,1759,49.37,8,Low,Dry,677.1,0.608,0.093,1,0,Normal,0
141,2024-03-26 04:00:00,london,Westminster,4,1,0,19.47,93,20.74,73.31,2217,26.96,3439,77.33,3,Low,Wet,1163.99,0.7308,0.2276,0,0,Heavy Rain|High Humidity|Strong Winds,3
142,2024-02-25 05:00:00,london,Southwark,5,6,1,21.12,41,47.86,19.14,7873,20.82,3369,27.58,3,Medium,Snowy,1574.05,0.6667,0.237,1,0,Heavy Rain,1
143,2024-04-20 09:00:00,london,Hackney,9,5,1,17.49,79,17.06,30.14,4903,11.67,1699,86.67,7,Low,Snowy,680.91,0.5778,0.2432,0,0,Normal,0
144,2024-04-07 11:00:00,london,Islington,11,6,1,3.81,67,2.02,23.18,9886,8.89,3820,112.44,5,Medium,Damaged,1358.04,0.5525,0.477,1,0,Normal,0
145,2024-01-10 03:00:00,london,Chelsea,3,2,0,31.37,24,0.59,58.35,2076,16.91,1649,47.24,8,High,Wet,639.01,0.6277,0.2295,0,0,Temperature Extremes|Strong Winds,2
146,2024-02-05 11:00:00,london,Hammersmith,11,0,0,34.01,88,33.64,8.97,6209,17.3,2778,23.05,6,Medium,Dry,1080.13,0.6315,0.1079,1,0,Heavy Rain|Temperature Extremes|High Humidity,3
147,2024-01-08 04:00:00,london,Islington,4,0,0,21.97,99,16.49,54.21,3429,16.77,475,57.34,8,Low,Snowy,189.86,0.6264,0.2072,1,0,High Humidity|Strong Winds,2
148,2024-03-20 23:00:00,london,Camden,23,2,0,21.07,39,15.35,21.87,3514,12.03,257,30.61,6,Low,Dry,105.75,0.5811,0.0766,1,0,Normal,0
149,2024-02-20 18:00:00,london,Camden,18,1,0,14.64,53,35.13,61.69,7642,29.84,2424,49.99,7,Low,Wet,1144.69,0.7621,0.187,1,0,Heavy Rain|Strong Winds,2
150,2024-02-05 09:00:00,london,Westminster,9,0,0,34.91,26,14.87,21.32,7086,17.66,4720,10.87,1,Medium,Snowy,2250.03,0.6351,0.209,0,0,Temperature Extremes,1
151,2024-02-03 20:00:00,london,Hackney,20,5,1,3.32,55,6.1,0.36,5596,4.82,1396,110.91,8,High,Wet,500.12,0.5169,0.3106,1,1,Normal,0
152,2024-05-24 07:00:00,london,Southwark,7,4,0,13.75,36,17.98,27.59,3457,13.02,4831,116.31,2,High,Wet,2232.47,0.5904,0.4049,0,0,Normal,0
153,2024-06-18 22:00:00,london,Islington,22,1,0,1.86,62,5.6,70.25,5384,25.25,856,91.64,7,High,Snowy,393.12,0.7126,0.5421,1,0,Strong Winds,1
154,2024-05-15 18:00:00,london,Camden,18,2,0,24.78,79,14.33,42.23,5532,17.12,3208,64.5,1,Medium,Snowy,1193.09,0.6298,0.2892,0,0,Normal,0
155,2024-04-09 20:07:00,london,Westminster,20,1,0,-1.16,74,31.27,29.1,4128,17.43,3340,19.56,7,Medium,Wet,1167.3,0.6328,0.16,1,0,Heavy Rain|Temperature Extremes,2
156,2024-02-24 10:00:00,london,Hackney,10,5,1,0.39,61,39.85,31.0,8271,21.77,4968,121.44,2,Medium,Dry,1892.05,0.6764,0.2776,1,0,Heavy Rain,1
157,2024-02-17 00:00:00,london,Hammersmith,0,5,1,6.28,40,33.89,19.29,5342,17.97,493,27.44,4,Low,Damaged,193.15,0.6382,0.2149,0,0,Heavy Rain,1
158,2024-02-03 17:00:00,london,Hackney,17,5,1,16.14,55,29.97,18.39,2975,11.78,2858,11.07,0,Low,Damaged,1173.31,0.5788,0.1762,1,0,Heavy Rain,1
159,2024-06-10 15:00:00,london,Kensington,15,0,0,-3.18,87,8.24,24.47,7453,14.11,576,107.84,4,High,Snowy,253.77,0.6007,0.5089,1,1,Temperature Extremes|High Humidity,2
160,2024-06-28 18:00:00,london,Westminster,18,4,0,-2.89,80,36.1,75.85,4772,39.87,4016,115.5,9,High,Snowy,1920.35,0.8763,0.8,1,1,Heavy Rain|Temperature Extremes|Strong Winds,3
161,2024-01-19 20:00:00,london,Southwark,20,4,0,1.68,67,8.77,50.68,8763,21.79,1915,65.3,5,Low,Snowy,776.36,0.6766,0.2462,1,1,Strong Winds,1
162,2024-07-17 20:00:00,london,Chelsea,20,2,0,25.39,36,31.68,71.84,6959,30.55,1080,88.23,6,High,Wet,471.69,0.7698,0.4307,1,1,Heavy Rain|Strong Winds,2
163,2024-06-09 19:00:00,london,Southwark,19,6,1,21.17,58,1.63,66.93,3182,21.92,3132,13.05,8,High,Dry,1303.72,0.678,0.1408,1,0,Strong Winds,1
164,2024-05-01 21:00:00,london,Hackney,21,2,0,27.56,87,5.78,10.37,10812,7.83,524,114.61,3,Medium,Wet,200.52,0.543,0.2845,1,1,High Humidity,1
165,2024-07-11 10:00:00,london,Islington,10,3,0,26.34,48,11.3,15.82,6086,9.39,4664,22.19,0,Medium,Dry,1559.91,0.557,0.0895,1,0,Normal,0
166,2024-03-19 02:00:00,london,Southwark,2,1,0,11.71,98,29.75,19.06,6463,13.83,1191,79.49,1,High,Wet,518.42,0.598,0.2861,1,0,Heavy Rain|High Humidity,2
167,2024-06-21 00:00:00,london,Kensington,0,4,0,20.54,82,12.21,63.73,6879,23.24,2446,24.18,8,Medium,Dry,868.62,0.6915,0.1221,1,0,High Humidity|Strong Winds,2
168,2024-01-06 01:00:00,london,Kensington,1,5,1,20.64,32,29.22,6.45,4001,13.74,1422,101.34,9,Medium,Damaged,675.04,0.5972,0.4803,0,1,Heavy Rain,1
169,2024-03-12 20:00:00,london,Southwark,20,1,0,5.79,99,29.07,75.06,9657,25.11,4480,100.42,2,High,Wet,1956.12,0.7111,0.4427,1,1,Heavy Rain|High Humidity|Strong Winds,3
170,2024-01-02 12:00:00,london,Chelsea,12,1,0,9.5,63,8.34,76.3,8276,19.29,4487,50.32,8,Low,Wet,1493.34,0.6512,0.1544,0,1,Strong Winds,1
171,2024-02-24 10:00:00,london,Islington,10,5,1,0.39,61,39.85,31.0,8862,22.75,1562,18.54,9,Medium,Damaged,524.63,0.6865,0.2955,1,0,Heavy Rain,1
172,2024-01-17 03:00:00,london,Hammersmith,3,2,0,24.24,20,33.18,21.02,9065,15.72,4275,30.11,3,Medium,Dry,1739.44,0.6161,0.108,0,0,Heavy Rain,1
173,2024-06-29 07:00:00,london,Westminster,7,5,1,1.67,61,33.58,50.15,6046,28.66,4063,59.87,5,Medium,Dry,1853.64,0.7491,0.1727,1,0,Heavy Rain|Strong Winds,2
174,2024-04-02 10:00:00,london,Hammersmith,10,1,0,4.0,26,45.88,44.49,5903,33.19,2049,84.35,4,Medium,Wet,669.42,0.7993,0.3515,0,1,Heavy Rain,1
175,2024-01-27 00:00:00,london,Islington,0,5,1,27.5,96,1.69,75.3,10019,26.92,54,91.28,8,Medium,Wet,19.2,0.477,0.3391,1,0,High Humidity|Strong Winds,2
176,2024-04-03 05:00:00,london,Hackney,5,2,0,21.86,94,40.91,50.54,5414,26.12,1002,49.53,4,Low,Dry,449.28,0.7218,0.1165,1,0,Heavy Rain|High Humidity|Strong Winds,3
177,2024-04-24 19:00:00,london,Kensington,19,2,0,0.29,42,44.7,73.72,6132,41.02,1230,9.18,9,High,Damaged,402.75,0.89,0.4775,1,1,Heavy Rain|Strong Winds,2
178,2024-03-01 04:00:00,london,Chelsea,4,4,0,12.49,93,15.64,61.34,4588,23.98,3728,30.51,3,High,Snowy,1510.02,0.6993,0.3147,1,0,High Humidity|Strong Winds,2
179,2024-01-17 03:00:00,london,Hammersmith,3,2,0,24.24,20,33.18,21.02,9065,18.26,4275,29.35,3,Medium,Dry,1821.38,0.641,0.1136,1,0,Heavy Rain,1
180,2024-06-27 22:00:00,london,Southwark,22,3,0,12.48,49,46.66,77.19,10535,30.41,276,89.78,0,High,Wet,89.4,0.73,0.4364,1,0,Heavy Rain|Strong Winds,2
181,2024-02-05 11:00:00,london,Hammersmith,11,0,0,34.01,88,33.64,8.97,6209,17.2,2778,19.88,6,Medium,Dry,1305.26,0.6306,0.1063,1,1,Heavy Rain|Temperature Extremes|High Humidity,3
182,2024-04-11 11:00:00,london,Camden,11,3,0,29.16,36,30.48,15.33,8033,14.04,2694,63.31,1,Low,Snowy,1069.14,0.6,0.2056,1,0,Heavy Rain,1
183,2024-01-04 21:00:00,london,Hammersmith,21,3,0,10.6,49,37.8,24.15,5254,18.87,2762,89.14,2,High,Snowy,1208.0,0.647,0.4677,1,1,Heavy Rain,1
184,2024-04-12 06:00:00,london,Islington,6,4,0,14.06,33,3.51,16.85,7088,6.03,1222,55.01,9,High,Wet,508.56,0.5272,0.1877,0,1,Normal,0
185,2024-01-09 17:00:00,london,Camden,17,1,0,-1.83,48,46.2,40.57,5116,27.71,3312,79.63,4,High,Dry,1421.07,0.7388,0.2515,0,0,Heavy Rain|Temperature Extremes,2
186,2024-02-05 09:00:00,london,Westminster,9,0,0,34.91,26,14.87,21.32,7086,15.24,4720,11.09,1,Medium,Snowy,2174.64,0.6115,0.1985,1,0,Temperature Extremes,1
187,2024-07-17 20:00:00,london,Chelsea,20,2,0,25.39,36,31.68,71.84,6959,33.56,1080,93.88,6,High,Wet,358.07,0.8034,0.4783,0,1,Heavy Rain|Strong Winds,2
188,2024-07-05 02:00:00,london,Kensington,2,4,0,10.44,22,24.59,12.72,1757,11.99,1518,102.0,8,Low,Dry,543.57,0.5807,0.1428,1,0,Heavy Rain,1
189,2024-06-16 07:00:00,london,Westminster,7,6,1,-3.66,43,22.4,63.54,6645,31.88,3517,116.2,7,Medium,Wet,1578.01,0.7846,0.4727,1,0,Heavy Rain|Temperature Extremes|Strong Winds,3
190,2024-02-22 08:00:00,london,Islington,8,3,0,19.12,91,34.52,8.12,6712,16.32,114,5.0,9,High,Snowy,304386.94,0.6219,0.2477,0,0,Heavy Rain|High Humidity,2
191,2024-06-03 17:00:00,london,Westminster,17,0,0,13.46,52,19.69,39.44,1716,18.81,1539,57.24,3,Low,Dry,607.33,0.6465,0.108,0,1,Normal,0
192,2024-06-27 14:00:00,london,Camden,14,3,0,12.67,49,22.57,71.31,5100,26.11,830,29.79,5,High,Dry,278.81,0.7217,0.1629,1,1,Heavy Rain|Strong Winds,2
193,2024-02-08 04:00:00,london,Hammersmith,4,3,0,-4.43,40,30.17,61.77,2890,35.85,4506,26.06,5,High,Dry,2064.93,0.8295,0.1875,1,0,Heavy Rain|Temperature Extremes|Strong Winds,3
194,2024-07-17 17:00:00,london,Islington,17,2,0,11.69,79,9.2,79.34,6632,22.72,2468,66.01,9,High,Damaged,939.07,0.6862,0.5046,0,1,Strong Winds,1
195,2024-05-07 21:00:00,london,Southwark,21,1,0,18.38,86,17.38,7.4,6129,9.57,507,70.34,0,Low,Snowy,171.12,0.5586,0.1972,0,1,High Humidity,1
196,2024-05-09 01:00:00,london,Camden,1,3,0,16.89,90,37.06,13.51,3400,14.95,399,52.06,0,Low,Dry,165.51,0.6087,0.0952,1,0,Heavy Rain|High Humidity,2
197,2024-03-20 18:00:00,london,Hammersmith,18,2,0,8.94,74,42.03,41.41,6813,28.53,1807,107.76,4,Low,Dry,809.91,0.7478,0.2108,0,0,Heavy Rain,1
198,2024-07-11 10:00:00,london,Islington,10,3,0,26.34,48,11.3,15.82,6086,9.62,4664,19.39,0,Medium,Dry,2186.57,0.5591,0.0891,0,0,Normal,0
199,2024-01-23 01:00:00,london,Chelsea,1,1,0,5.19,50,47.07,51.55,6726,34.51,3664,68.02,1,Medium,Dry,1683.88,0.8143,0.2045,0,1,Heavy Rain|Strong Winds,2
200,2024-07-11 10:00:00,london,Islington,10,3,0,26.34,48,11.3,15.82,6086,9.58,4664,18.95,0,Medium,Dry,2170.61,0.5587,0.0888,1,0,Normal,0
201,2024-02-24 10:00:00,london,Islington,10,5,1,0.39,61,39.85,31.0,8862,19.33,1562,17.51,9,Medium,Damaged,573.65,0.6517,0.2754,0,0,Heavy Rain,1
202,2024-02-19 09:00:00,london,Islington,9,0,0,11.77,98,49.06,67.55,2944,30.97,327,126.18,2,High,Dry,105.52,0.7745,0.4214,1,1,Heavy Rain|High Humidity|Strong Winds,3
203,2024-01-30 14:00:00,london,Hammersmith,14,1,0,-3.64,22,28.03,67.54,5072,31.4,4420,67.49,6,Medium,Wet,2097.21,0.7792,0.2904,1,0,Heavy Rain|Temperature Extremes|Strong Winds,3
204,2024-06-28 18:00:00,london,Westminster,18,4,0,-2.89,80,36.1,75.85,4772,41.31,4016,104.98,9,High,Snowy,1729.55,0.8934,0.7994,1,1,Heavy Rain|Temperature Extremes|Strong Winds,3
205,2024-05-01 21:00:00,london,Hackney,21,2,0,27.56,87,5.78,10.37,10812,8.36,524,116.94,3,Medium,Wet,197.39,0.5477,0.2952,1,0,High Humidity,1
206,2024-01-11 16:00:00,london,Hackney,16,3,0,19.41,59,17.67,35.46,4830,15.15,2534,39.02,6,Medium,Snowy,1075.03,0.6107,0.2255,1,1,Normal,0
207,2024-06-05 05:00:00,london,Islington,5,2,0,17.13,85,18.89,6.19,7307,7.3,716,11.56,7,Medium,Wet,286.87,0.5383,0.1228,0,0,High Humidity,1
208,2024-05-10 02:00:00,london,Islington,2,4,0,29.86,99,48.1,68.56,8886,35.57,2926,64.69,3,Low,Dry,1379.29,0.8263,0.155,0,0,Heavy Rain|High Humidity|Strong Winds,3
209,2024-02-19 08:40:00,london,Hammersmith,8,0,0,9.63,97,6.97,19.2,7540,7.82,3558,114.2,9,High,Damaged,1619.28,0.5429,0.5809,1,1,High Humidity,1
210,2024-05-12 09:55:00,london,Kensington,9,6,1,7.2,26,30.86,79.61,2776,27.1,779,126.73,2,Medium,Dry,303.66,0.7323,0.3224,1,0,Heavy Rain|Strong Winds,2
211,2024-05-07 21:00:00,london,Islington,21,1,0,18.38,86,17.38,7.4,4403,9.64,1000,16.51,2,Medium,Snowy,386.0,0.5592,0.1765,1,0,High Humidity,1
212,2024-02-24 10:00:00,london,Islington,10,5,1,0.39,61,39.85,31.0,8862,24.69,1562,17.26,9,Medium,Damaged,619.93,0.7067,0.3051,1,1,Heavy Rain,1
213,2024-05-10 08:00:00,london,Camden,8,4,0,2.74,68,9.99,68.05,8268,20.41,1451,47.42,1,High,Wet,569.9,0.6625,0.247,1,0,Strong Winds,1
214,2024-01-24 15:00:00,london,Kensington,15,2,0,12.36,36,29.23,15.22,6161,15.62,3733,79.42,8,High,Damaged,1564.97,0.6151,0.4959,1,1,Heavy Rain,1
215,2024-02-13 10:00:00,london,Islington,10,1,0,13.39,58,2.21,33.04,8392,9.81,2217,100.72,1,Low,Damaged,797.48,0.5608,0.3342,1,1,Normal,0
216,2024-03-26 03:00:00,london,Chelsea,3,1,0,16.27,65,4.33,25.25,9792,7.25,2455,44.76,4,Low,Wet,1100.01,0.5379,0.1118,1,1,Normal,0
217,2024-06-21 02:00:00,london,Hackney,2,4,0,-3.45,41,6.35,49.68,7161,21.29,1897,35.52,8,High,Wet,729.02,0.6715,0.2311,0,0,Temperature Extremes,1
218,2024-01-31 00:00:00,london,Camden,0,2,0,7.76,87,10.49,70.4,3164,26.66,3610,8.36,4,Low,Wet,1574.68,0.7276,0.1426,1,1,High Humidity|Strong Winds,2
219,2024-02-15 23:00:00,london,Camden,23,3,0,23.22,56,21.12,14.18,754,10.58,1444,28.88,1,Medium,Wet,577.61,0.5678,0.1429,0,0,Heavy Rain,1
220,2024-05-15 04:00:00,london,Kensington,4,2,0,-1.12,85,24.94,18.07,7025,15.67,554,48.94,5,Medium,Snowy,224.44,0.6156,0.2453,1,1,Heavy Rain|Temperature Extremes|High Humidity,3
221,2024-03-16 09:00:00,london,Southwark,9,5,1,3.85,79,43.48,8.86,6709,17.55,1305,15.65,9,High,Damaged,486.97,0.6339,0.3247,1,0,Heavy Rain,1
222,2024-02-15 09:00:00,london,Camden,9,3,0,10.21,69,6.11,50.57,1383,14.0,1607,92.94,3,Low,Snowy,557.96,0.5997,0.2734,0,0,Strong Winds,1
223,2024-05-07 00:00:00,london,Kensington,0,1,0,2.88,26,15.97,0.15,7296,9.94,365,102.27,0,Low,Dry,119.84,0.562,0.1362,0,0,Normal,0
224,2024-06-23 16:00:00,london,Hackney,16,6,1,31.19,39,11.15,0.31,5672,9.22,4403,75.89,5,High,Dry,1841.59,0.5554,0.1648,0,0,Temperature Extremes,1
225,2024-07-03 02:00:00,london,Hackney,2,2,0,2.7,47,48.82,9.37,7256,23.3,4429,52.96,9,Medium,Damaged,1740.02,0.6922,0.3697,1,0,Heavy Rain,1
226,2024-05-25 05:00:00,london,Southwark,5,5,1,9.53,70,16.51,12.35,7176,8.7,4806,15.48,4,Medium,Snowy,1661.49,0.5508,0.1717,1,0,Normal,0
227,2024-02-24 03:21:00,london,Islington,3,5,1,9.39,59,39.25,29.79,5202,22.95,2729,107.19,8,Low,Snowy,1256.26,0.6885,0.3793,1,1,Heavy Rain,1
228,2024-02-03 08:00:00,london,Chelsea,8,5,1,14.99,68,7.12,62.29,8155,21.23,2303,60.01,1,High,Wet,1096.46,0.6708,0.2787,1,0,Strong Winds,1
229,2024-06-06 05:00:00,london,Hammersmith,5,3,0,-1.54,79,22.21,29.82,3547,18.46,1837,115.94,1,High,Dry,647.9,0.643,0.3029,1,0,Heavy Rain|Temperature Extremes,2
230,2024-01-11 17:00:00,london,Hammersmith,17,3,0,26.84,66,20.25,47.84,9599,20.94,768,19.95,6,Medium,Dry,289.69,0.668,0.1148,0,1,Heavy Rain,1
231,2024-07-06 03:00:00,london,Chelsea,3,5,1,16.34,65,35.69,54.65,5576,20.11,4865,104.22,9,Low,Wet,1866.83,0.6595,0.2613,1,0,Heavy Rain|Strong Winds,2
232,2024-05-25 13:00:00,london,Kensington,13,5,1,19.08,83,38.97,56.14,11436,24.54,1356,58.77,7,Low,Damaged,564.26,0.7052,0.3058,1,0,Heavy Rain|High Humidity|Strong Winds,3
233,2024-01-06 17:00:00,london,Southwark,17,5,1,0.35,59,20.75,27.37,4098,19.81,2656,20.73,1,High,Wet,950.36,0.6565,0.2078,1,0,Heavy Rain,1
234,2024-06-16 07:00:00,london,Westminster,7,6,1,23.34,98,9.63,63.78,9687,19.1,3517,106.03,7,Medium,Wet,1674.15,0.6493,0.339,0,0,High Humidity|Strong Winds,2
235,2024-06-23 16:00:00,london,Hackney,16,6,1,31.19,39,11.15,0.31,5672,6.95,4403,77.54,5,High,Dry,1695.5,0.5352,0.1578,0,0,Temperature Extremes,1
236,2024-05-12 10:00:00,london,Chelsea,10,6,1,-2.1,99,23.4,8.8,5121,13.72,1472,85.58,8,Medium,Damaged,701.74,0.597,0.4103,0,1,Heavy Rain|Temperature Extremes|High Humidity,3
237,2024-05-13 02:00:00,london,Hackney,2,0,0,7.01,28,49.3,45.97,6286,29.81,3855,95.54,3,Low,Damaged,1478.98,0.7617,0.4767,1,0,Heavy Rain,1
238,2024-03-01 15:00:00,london,Camden,15,4,0,13.12,78,3.3,24.25,6496,7.1,3684,75.67,8,High,Wet,1445.37,0.5366,0.2334,1,0,Normal,0
239,2024-03-24 06:00:00,london,Westminster,6,6,1,27.34,62,38.16,62.24,2485,27.67,775,60.49,1,High,Wet,292.79,0.7384,0.3151,1,0,Heavy Rain|Strong Winds,2
240,2024-02-05 21:00:00,london,Camden,21,0,0,21.16,52,2.72,6.67,5473,4.29,3044,102.86,5,Medium,Damaged,1386.65,0.5123,0.3822,0,0,Normal,0
241,2024-05-08 03:00:00,london,Westminster,3,2,0,25.83,79,46.06,12.98,9220,17.16,2309,17.31,2,High,Damaged,839.01,0.6301,0.3238,1,0,Heavy Rain,1
242,2024-06-19 10:00:00,london,Westminster,10,2,0,0.53,60,5.47,6.52,8979,6.46,4147,83.76,8,High,Snowy,1629.05,0.531,0.3309,1,0,Normal,0
243,2024-03-24 18:00:00,london,Chelsea,18,6,1,2.6,22,18.14,40.99,3969,20.87,2981,36.72,5,High,Wet,1144.66,0.6672,0.2309,0,1,Normal,0
244,2024-05-24 15:00:00,london,Chelsea,15,4,0,10.83,50,10.36,71.9,6502,23.58,110,109.9,9,Low,Damaged,53.06,0.5439,0.4928,1,1,Strong Winds,1
245,2024-02-26 10:00:00,london,Hammersmith,10,0,0,8.45,49,47.05,16.93,10189,20.57,3210,101.18,0,High,Wet,1091.78,0.6642,0.4094,1,0,Heavy Rain,1
246,2024-06-25 16:00:00,london,Hackney,16,1,0,14.99,37,27.0,72.05,5698,22.59,3920,83.26,1,High,Damaged,1372.76,0.6848,0.5937,1,1,Heavy Rain|Strong Winds,2
247,2024-01-19 22:00:00,london,Westminster,22,4,0,3.03,73,13.84,52.96,4351,18.27,2649,45.46,8,Low,Wet,1143.41,0.6411,0.1456,0,0,Strong Winds,1
248,2024-06-18 02:00:00,london,Hackney,2,1,0,2.2,43,32.99,44.56,4904,22.33,4538,85.65,9,High,Snowy,2058.0,0.6822,0.4839,0,1,Heavy Rain,1
249,2024-03-10 10:46:00,london,Chelsea,10,6,1,15.25,40,2.86,21.53,8268,6.79,1829,93.88,1,Low,Snowy,783.53,0.5339,0.2307,0,0,Normal,0
250,2024-04-23 02:00:00,london,Southwark,2,1,0,-0.78,77,10.15,61.03,9647,23.75,1977,91.6,8,Low,Dry,744.78,0.6968,0.1647,1,0,Temperature Extremes|Strong Winds,2
251,2024-06-04 01:00:00,london,Southwark,1,1,0,-3.95,87,49.65,67.29,1540,36.01,3660,45.47,7,High,Dry,1683.13,0.8313,0.2124,1,0,Heavy Rain|Temperature Extremes|High Humidity|Strong Winds,4
252,2024-04-12 06:00:00,london,Islington,6,4,0,14.06,33,3.51,16.85,7088,5.88,1222,62.48,9,High,Wet,543.15,0.526,0.1996,1,0,Normal,0
253,2024-04-29 01:00:00,london,Westminster,1,0,0,-4.38,67,49.81,47.22,4444,36.44,4497,7.21,1,Medium,Wet,1752.74,0.8363,0.2171,1,0,Heavy Rain|Temperature Extremes,2
254,2024-03-22 22:00:00,london,Camden,22,4,0,13.35,85,45.81,69.65,3881,29.96,1606,99.85,2,Low,Wet,616.2,0.7633,0.2993,1,0,Heavy Rain|High Humidity|Strong Winds,3
255,2024-01-08 04:00:00,london,Islington,4,0,0,21.97,99,16.49,54.21,3429,20.97,475,51.12,8,Low,Snowy,187.74,0.6682,0.2143,1,1,High Humidity|Strong Winds,2
256,2024-04-23 07:50:00,london,Kensington,7,1,0,16.59,20,12.39,31.98,5977,12.4,2679,75.01,2,Medium,Dry,1265.72,0.5845,0.1435,0,0,Normal,0
257,2024-05-25 05:00:00,london,Southwark,5,5,1,9.53,70,16.51,12.35,7176,8.32,4806,13.68,4,Medium,Snowy,1943.91,0.5474,0.1692,1,0,Normal,0
258,2024-02-08 07:00:00,london,Westminster,7,3,0,7.69,27,33.65,72.85,11549,34.32,3461,79.95,1,Low,Snowy,1505.46,0.812,0.3514,1,1,Heavy Rain|Strong Winds,2
259,2024-05-13 23:00:00,london,Camden,23,0,0,11.65,58,25.57,20.45,1843,14.6,4692,11.47,4,Medium,Snowy,2176.8,0.6054,0.1958,0,1,Heavy Rain,1
260,2024-02-05 11:00:00,london,Hammersmith,11,0,0,34.01,88,33.64,8.97,6209,16.97,2778,21.69,6,Medium,Dry,935.31,0.6283,0.1065,1,0,Heavy Rain|Temperature Extremes|High Humidity,3
261,2024-04-03 16:00:00,london,Southwark,16,2,0,6.65,65,36.97,58.82,2286,33.16,4981,31.87,3,Low,Wet,2018.88,0.799,0.1739,1,0,Heavy Rain|Strong Winds,2
262,2024-06-19 10:00:00,london,Chelsea,10,2,0,0.53,60,5.47,6.52,7596,6.92,3782,88.34,8,Low,Wet,1462.42,0.535,0.1643,1,0,Normal,0
263,2024-01-01 20:00:00,london,Kensington,20,0,0,19.29,43,43.51,65.76,4700,34.47,2584,8.7,0,Medium,Wet,903.23,0.8138,0.2111,1,1,Heavy Rain|Strong Winds,2
264,2024-03-17 11:00:00,london,Islington,11,6,1,23.38,91,6.68,11.84,3006,7.25,1456,24.11,6,High,Wet,487.46,0.5379,0.1577,1,0,High Humidity,1
265,2024-02-09 22:00:00,london,Chelsea,22,4,0,13.34,77,29.52,8.51,6528,13.55,1127,25.16,3,High,Wet,469.92,0.5954,0.1852,0,0,Heavy Rain,1
266,2024-01-18 07:00:00,london,Southwark,7,3,0,34.14,68,49.93,59.72,9596,37.74,1336,109.85,7,Medium,Damaged,466.4,0.8514,0.8,0,1,Heavy Rain|Temperature Extremes|Strong Winds,3
267,2024-03-12 15:00:00,london,Islington,15,1,0,13.48,93,24.37,39.67,6099,15.82,983,60.58,8,Medium,Dry,439.55,0.6171,0.1357,0,0,Heavy Rain|High Humidity,2
268,2024-03-26 09:00:00,london,Westminster,9,1,0,30.23,29,2.4,53.94,6470,21.1,866,34.63,8,Medium,Wet,385.57,0.6695,0.186,1,1,Temperature Extremes|Strong Winds,2
269,2024-03-15 09:00:00,london,Southwark,9,4,0,22.58,44,18.4,29.21,4245,16.53,521,59.16,4,Low,Wet,239.79,0.624,0.157,1,1,Normal,0
270,2024-03-11 04:00:00,london,Kensington,4,0,0,-1.61,24,10.93,49.9,7395,21.63,1630,24.83,6,Low,Snowy,665.72,0.6749,0.1827,1,0,Temperature Extremes,1
271,2024-05-28 01:00:00,london,Southwark,1,1,0,32.92,68,25.22,65.67,5385,25.15,3396,113.99,3,Medium,Damaged,1236.58,0.7116,0.6869,1,1,Heavy Rain|Temperature Extremes|Strong Winds,3
272,2024-02-06 19:00:00,london,Westminster,19,1,0,30.79,99,22.44,28.47,9533,20.26,3613,106.25,6,High,Wet,1166.52,0.661,0.428,0,0,Heavy Rain|Temperature Extremes|High Humidity,3
273,2024-01-31 00:00:00,london,Camden,0,2,0,7.76,87,10.49,70.4,3164,23.64,3610,7.29,4,Low,Wet,1314.5,0.6957,0.1348,1,0,High Humidity|Strong Winds,2
274,2024-03-12 20:00:00,london,Southwark,20,1,0,5.79,99,29.07,75.06,9657,28.11,4480,97.6,2,High,Wet,1596.52,0.7432,0.4538,1,0,Heavy Rain|High Humidity|Strong Winds,3
275,2024-03-23 04:00:00,london,Hammersmith,4,5,1,17.65,50,48.18,52.76,2060,23.55,1929,21.52,2,Low,Wet,815.41,0.6947,0.1401,1,0,Heavy Rain|Strong Winds,2
276,2024-03-18 23:00:00,london,Westminster,23,0,0,23.63,72,7.37,41.31,3929,14.87,310,16.71,9,Low,Snowy,110.63,0.6079,0.1537,1,0,Normal,0
277,2024-04-27 05:00:00,london,Islington,5,5,1,16.93,42,26.9,26.5,5328,14.95,4458,112.6,2,High,Wet,1664.96,0.6087,0.4077,1,0,Heavy Rain,1
278,2024-04-11 11:00:00,london,Camden,11,3,0,29.16,36,30.48,15.33,8033,18.53,2694,62.75,1,Low,Snowy,948.92,0.6437,0.2255,1,0,Heavy Rain,1
279,2024-05-25 05:00:00,london,Southwark,5,5,1,9.53,70,16.51,12.35,7176,9.09,4806,15.26,4,Medium,Snowy,2050.3,0.5543,0.1733,0,0,Normal,0
280,2024-06-08 13:00:00,london,Kensington,13,5,1,20.52,48,32.07,77.43,5592,36.44,4697,59.55,5,High,Snowy,1519.11,0.8364,0.48,1,1,Heavy Rain|Strong Winds,2
281,2024-06-09 19:00:00,london,Chelsea,19,6,1,21.17,58,1.63,66.93,2694,19.23,1960,29.77,7,Medium,Damaged,824.6,0.6507,0.2903,0,1,Strong Winds,1
